,row,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
255,6258,2019-5-18,Tatuapé,-235.402,-465.765,67246,54,57,58,35,26,43,43,9,NORMAL
256,14225,2019-7-5,Vila Mariana,-235.895,-466.346,22313,79,4,49,39,21,14,23,39,REABASTECER
257,6353,2019-8-23,Tatuapé,-235.402,-465.765,69300,2,13,49,27,28,8,22,20,REABASTECER
258,14934,2019-6-24,Brooklin,-236.263,-466.878,27159,76,10,10,7,43,15,31,29,NORMAL
259,14941,2019-7-1,Brooklin,-236.263,-466.878,29607,4,29,40,27,15,35,43,41,REABASTECER
260,14947,2019-7-7,Brooklin,-236.263,-466.878,27569,33,55,65,10,32,21,15,12,NORMAL
261,15129,2018-1-9,Campo Belo,-236.188,-466.823,24280,86,8,10,13,9,22,18,16,REABASTECER
262,14588,2018-7-8,Brooklin,-236.263,-466.878,29863,22,18,42,10,39,38,20,34,NORMAL
263,14601,2018-7-21,Brooklin,-236.263,-466.878,29825,58,65,11,7,31,9,9,23,NORMAL
264,14627,2018-8-17,Brooklin,-236.263,-466.878,28310,68,44,22,17,8,15,32,2,REABASTECER
265,6714,2018-8-24,República,-235.436,-466.434,110277,40,62,43,29,7,15,31,31,NORMAL
266,6798,2018-11-18,República,-235.436,-466.434,107306,11,37,43,20,30,43,9,16,REABASTECER
267,6823,2018-12-13,República,-235.436,-466.434,109681,18,21,61,32,43,43,28,43,NORMAL
268,14789,2019-1-29,Brooklin,-236.263,-466.878,26513,37,28,55,28,43,6,20,22,REABASTECER
269,6887,2019-2-17,República,-235.436,-466.434,110627,12,24,40,27,43,10,38,41,REABASTECER
270,14894,2019-5-14,Brooklin,-236.263,-466.878,28411,48,47,29,35,6,35,18,28,REABASTECER
271,6975,2019-5-15,República,-235.436,-466.434,110576,7,39,6,5,30,37,16,43,NORMAL
272,15516,2019-2-6,Campo Belo,-236.188,-466.823,25538,50,11,58,43,3,16,28,22,NORMAL
273,7039,2019-7-19,República,-235.436,-466.434,107228,52,41,10,27,34,21,14,40,NORMAL
274,7065,2019-8-15,República,-235.436,-466.434,110980,45,65,37,11,6,23,33,5,REABASTECER
275,7119,2019-10-9,República,-235.436,-466.434,107112,50,65,5,20,40,34,33,43,REABASTECER
276,7129,2019-10-19,República,-235.436,-466.434,107889,38,55,13,23,1,8,43,5,REABASTECER
277,15682,2019-7-22,Campo Belo,-236.188,-466.823,24144,78,65,28,38,41,43,20,30,NORMAL
278,7160,2019-11-20,República,-235.436,-466.434,107167,2,22,52,25,19,13,8,39,REABASTECER
279,15711,2019-8-21,Campo Belo,-236.188,-466.823,25474,56,25,23,9,21,8,31,43,NORMAL
280,7182,2019-12-12,República,-235.436,-466.434,108926,62,30,21,41,21,32,4,40,REABASTECER
281,15150,2018-1-30,Campo Belo,-236.188,-466.823,26187,53,33,10,40,16,10,9,15,NORMAL
282,15191,2018-3-11,Campo Belo,-236.188,-466.823,26829,74,65,58,12,28,11,7,34,NORMAL
283,7266,2018-3-6,Higienópolis-Mackenzie,-235.488,-466.519,90476,43,60,6,20,7,34,41,33,REABASTECER
284,15820,2019-12-10,Campo Belo,-236.188,-466.823,24052,61,21,50,43,3,4,25,38,NORMAL
285,15278,2018-6-8,Campo Belo,-236.188,-466.823,25866,16,15,21,5,29,15,1,24,REABASTECER
286,7359,2018-6-9,Higienópolis-Mackenzie,-235.488,-466.519,90914,55,56,18,4,3,20,31,38,NORMAL
287,7371,2018-6-21,Higienópolis-Mackenzie,-235.488,-466.519,90987,30,49,65,2,31,24,30,37,NORMAL
288,15348,2018-8-18,Campo Belo,-236.188,-466.823,25766,4,49,65,18,10,40,13,7,REABASTECER
289,15404,2018-10-14,Campo Belo,-236.188,-466.823,26903,69,32,13,43,15,37,18,36,NORMAL
290,7478,2018-10-8,Higienópolis-Mackenzie,-235.488,-466.519,91635,75,50,53,22,43,17,43,38,NORMAL
291,16068,2018-8-18,Eucaliptos,-23.61,-466.686,24614,79,65,21,15,17,18,30,32,NORMAL
292,7555,2018-12-25,Higienópolis-Mackenzie,-235.488,-466.519,90215,34,8,44,41,24,35,28,43,NORMAL
293,7618,2019-2-28,Higienópolis-Mackenzie,-235.488,-466.519,92164,31,65,12,32,11,43,25,10,NORMAL
294,7647,2019-3-27,Higienópolis-Mackenzie,-235.488,-466.519,89938,86,6,25,37,22,37,7,22,REABASTECER
295,15633,2019-6-3,Campo Belo,-236.188,-466.823,26599,25,51,36,31,24,23,43,43,NORMAL
296,15644,2019-6-14,Campo Belo,-236.188,-466.823,24964,86,55,25,38,20,30,40,6,REABASTECER
297,15679,2019-7-19,Campo Belo,-236.188,-466.823,24568,14,20,50,43,7,16,34,43,NORMAL
298,7737,2019-6-27,Higienópolis-Mackenzie,-235.488,-466.519,90261,52,19,49,37,33,13,34,24,NORMAL
299,16355,2019-6-5,Eucaliptos,-23.61,-466.686,24145,11,56,8,25,41,40,23,15,NORMAL
300,16378,2019-6-28,Eucaliptos,-23.61,-466.686,22921,37,30,38,36,30,22,11,10,NORMAL
301,7839,2019-10-9,Higienópolis-Mackenzie,-235.488,-466.519,90766,10,12,31,34,23,27,5,31,NORMAL
302,7881,2019-11-21,Higienópolis-Mackenzie,-235.488,-466.519,92947,34,37,60,21,23,15,4,32,NORMAL
303,16431,2019-8-21,Eucaliptos,-23.61,-466.686,22232,55,27,65,43,10,32,13,22,NORMAL
304,7886,2019-11-26,Higienópolis-Mackenzie,-235.488,-466.519,92163,72,13,30,9,43,43,27,5,NORMAL
305,7916,2019-12-26,Higienópolis-Mackenzie,-235.488,-466.519,93264,39,45,24,42,15,43,32,9,NORMAL
306,7976,2018-2-26,Faria Lima,-235.675,-466.929,52647,74,13,10,43,22,5,29,8,NORMAL
307,15932,2018-4-2,Eucaliptos,-23.61,-466.686,23406,64,36,43,11,20,33,14,17,NORMAL
308,16553,2019-12-23,Eucaliptos,-23.61,-466.686,21629,22,45,29,42,40,41,24,14,NORMAL
309,16555,2019-12-25,Eucaliptos,-23.61,-466.686,24122,86,36,17,35,29,33,14,8,NORMAL
310,8022,2018-4-12,Faria Lima,-235.675,-466.929,53345,37,16,18,37,25,5,25,30,REABASTECER
311,16042,2018-7-22,Eucaliptos,-23.61,-466.686,24944,79,37,8,12,37,24,10,15,REABASTECER
312,16666,2018-4-16,Moema,-235.489,-466.388,18845,13,36,30,31,6,11,3,39,REABASTECER
313,16072,2018-8-22,Eucaliptos,-23.61,-466.686,24784,38,32,55,43,39,10,15,19,NORMAL
314,8137,2018-8-7,Faria Lima,-235.675,-466.929,53996,86,4,57,31,43,33,29,43,NORMAL
315,8267,2018-12-17,Faria Lima,-235.675,-466.929,52074,30,34,6,24,43,29,13,32,NORMAL
316,16299,2019-4-9,Eucaliptos,-23.61,-466.686,22301,31,30,12,39,7,20,34,21,NORMAL
317,16325,2019-5-5,Eucaliptos,-23.61,-466.686,25275,34,38,15,4,36,32,16,7,REABASTECER
318,55,2018-2-25,Paraíso,-2.357.677,-4.663.933,72999,71,15,8,37,35,31,43,13,REABASTECER
319,16535,2019-12-5,Eucaliptos,-23.61,-466.686,24912,14,40,35,11,27,13,43,41,NORMAL
320,16549,2019-12-19,Eucaliptos,-23.61,-466.686,22853,63,0,55,43,13,12,39,27,REABASTECER
321,8668,2018-1-28,Pinheiros,-235.664,-46.703,78432,64,29,5,43,24,22,13,36,REABASTECER
322,246,2018-9-6,Paraíso,-2.357.677,-4.663.933,71554,6,11,5,11,33,29,14,4,NORMAL
323,16660,2018-4-10,Moema,-235.489,-466.388,20370,64,5,0,14,29,29,22,24,REABASTECER
324,16673,2018-4-23,Moema,-235.489,-466.388,19513,35,57,38,9,17,36,19,20,NORMAL
325,8735,2018-4-5,Pinheiros,-235.664,-46.703,79598,22,7,3,40,12,30,41,30,REABASTECER
326,281,2018-10-11,Paraíso,-2.357.677,-4.663.933,71352,78,65,38,28,18,26,39,35,NORMAL
327,16697,2018-5-17,Moema,-235.489,-466.388,19147,54,48,65,7,6,13,41,12,REABASTECER
328,8771,2018-5-11,Pinheiros,-235.664,-46.703,76646,6,0,21,43,32,15,21,22,NORMAL
329,8817,2018-6-27,Pinheiros,-235.664,-46.703,76279,11,31,37,20,20,13,20,43,REABASTECER
330,16834,2018-10-4,Moema,-235.489,-466.388,19185,63,34,17,17,43,29,8,10,NORMAL
331,16846,2018-10-16,Moema,-235.489,-466.388,19035,40,17,0,23,40,39,43,13,NORMAL
332,8938,2018-10-28,Pinheiros,-235.664,-46.703,77143,12,60,24,14,26,4,40,33,NORMAL
333,16905,2019-9-9,Hospital São Paulo,-235.984,-466.455,27079,86,8,9,6,36,43,7,43,REABASTECER
334,495,2019-5-15,Paraíso,-2.357.677,-4.663.933,70442,20,24,65,29,39,31,4,21,REABASTECER
335,8964,2018-11-24,Pinheiros,-235.664,-46.703,76397,19,34,31,19,8,19,27,13,NORMAL
336,9045,2019-2-15,Pinheiros,-235.664,-46.703,76024,76,11,65,12,28,17,16,11,NORMAL
337,9166,2019-6-16,Pinheiros,-235.664,-46.703,78230,20,60,57,24,13,8,4,3,REABASTECER
338,156,2018-6-6,Paraíso,-2.357.677,-4.663.933,72918,32,26,30,43,2,20,34,12,REABASTECER
339,814,2018-4-4,Brigadeiro,-235.683,-466.482,49569,48,27,56,29,11,29,10,22,NORMAL
340,204,2018-7-24,Paraíso,-2.357.677,-4.663.933,70994,86,65,28,31,36,36,12,29,NORMAL
341,9269,2019-9-29,Pinheiros,-235.664,-46.703,76099,86,61,65,19,9,32,35,33,NORMAL
342,9288,2019-10-18,Pinheiros,-235.664,-46.703,79921,76,20,11,31,24,33,43,10,NORMAL
343,888,2018-6-18,Brigadeiro,-235.683,-466.482,48345,78,56,35,25,26,6,17,27,NORMAL
344,900,2018-6-30,Brigadeiro,-235.683,-466.482,47448,50,41,22,27,20,16,8,27,NORMAL
345,9472,2018-4-22,Butantã,-235.844,-467.252,67257,44,44,12,27,37,21,30,18,NORMAL
346,9480,2018-4-30,Butantã,-235.844,-467.252,67194,45,57,10,40,43,42,43,35,NORMAL
347,1043,2018-11-23,Brigadeiro,-235.683,-466.482,46668,64,46,30,6,21,31,16,43,REABASTECER
348,1113,2019-2-3,Brigadeiro,-235.683,-466.482,49650,77,22,60,43,14,9,43,36,NORMAL
349,1136,2019-2-26,Brigadeiro,-235.683,-466.482,47005,27,16,26,19,11,39,34,31,NORMAL
350,541,2019-7-1,Paraíso,-2.357.677,-4.663.933,70274,64,59,8,20,37,15,16,4,NORMAL
351,9643,2018-10-13,Butantã,-235.844,-467.252,64316,47,15,15,26,39,2,32,39,NORMAL
352,670,2019-11-10,Paraíso,-2.357.677,-4.663.933,73988,12,15,21,10,21,10,10,23,REABASTECER
353,1364,2019-10-14,Brigadeiro,-235.683,-466.482,47445,48,46,23,9,23,30,43,15,NORMAL
354,9791,2019-3-11,Butantã,-235.844,-467.252,64721,86,45,51,2,33,22,22,41,REABASTECER
355,874,2018-6-4,Brigadeiro,-235.683,-466.482,48468,44,9,16,26,40,43,32,39,REABASTECER
356,9892,2019-6-22,Butantã,-235.844,-467.252,64532,76,65,55,10,19,43,4,21,REABASTECER
357,10000,2019-10-10,Butantã,-235.844,-467.252,65788,54,15,22,17,21,20,39,26,NORMAL
358,1694,2018-9-14,Trianon-Masp,-235.634,-466.544,45501,33,44,55,21,29,19,39,36,NORMAL
359,10074,2019-12-24,Butantã,-235.844,-467.252,65596,41,40,40,43,33,17,29,43,NORMAL
360,1713,2018-10-3,Trianon-Masp,-235.634,-466.544,42885,21,53,42,38,35,8,10,40,NORMAL
361,10087,2018-1-7,Fradique Coutinho,-235.661,-466.841,34865,35,24,23,30,16,21,21,23,NORMAL
362,10168,2018-3-28,Fradique Coutinho,-235.661,-466.841,35005,11,48,53,10,30,43,34,40,REABASTECER
363,1198,2019-4-28,Brigadeiro,-235.683,-466.482,48176,20,33,60,30,8,36,6,41,REABASTECER
364,1212,2019-5-12,Brigadeiro,-235.683,-466.482,46112,57,22,20,21,37,18,28,34,NORMAL
365,10208,2018-5-8,Fradique Coutinho,-235.661,-466.841,36723,45,46,24,17,33,19,43,3,NORMAL
366,10216,2018-5-16,Fradique Coutinho,-235.661,-466.841,34686,58,55,30,27,43,9,43,10,NORMAL
367,1889,2019-3-29,Trianon-Masp,-235.634,-466.544,45874,0,59,41,19,37,26,30,11,NORMAL
368,10303,2018-8-13,Fradique Coutinho,-235.661,-466.841,35786,86,45,46,17,31,6,21,43,NORMAL
369,2021,2019-8-11,Trianon-Masp,-235.634,-466.544,44604,29,28,34,35,20,24,12,22,NORMAL
370,10396,2018-11-16,Fradique Coutinho,-235.661,-466.841,35750,55,36,45,35,5,15,36,29,REABASTECER
371,1430,2019-12-20,Brigadeiro,-235.683,-466.482,48494,13,53,13,42,35,18,36,41,NORMAL
372,10502,2019-3-2,Fradique Coutinho,-235.661,-466.841,36131,11,34,11,11,23,17,34,24,REABASTECER
373,1577,2018-5-17,Trianon-Masp,-235.634,-466.544,44383,46,65,34,20,18,38,18,31,NORMAL
374,10582,2019-5-22,Fradique Coutinho,-235.661,-466.841,34868,76,44,19,43,10,13,8,21,NORMAL
375,1655,2018-8-5,Trianon-Masp,-235.634,-466.544,45137,79,11,2,17,10,20,32,29,REABASTECER
376,10654,2019-8-4,Fradique Coutinho,-235.661,-466.841,36284,68,65,4,40,27,20,20,16,REABASTECER
377,10672,2019-8-22,Fradique Coutinho,-235.661,-466.841,34296,77,7,10,31,4,12,31,37,NORMAL
378,2321,2018-6-11,Consolação,-235.581,-466.606,112523,50,34,65,32,14,40,30,30,NORMAL
379,2374,2018-8-4,Consolação,-235.581,-466.606,115270,50,29,16,25,21,3,37,36,REABASTECER
380,10728,2019-10-18,Fradique Coutinho,-235.661,-466.841,35829,46,11,31,5,37,26,41,35,REABASTECER
381,1844,2019-2-14,Trianon-Masp,-235.634,-466.544,43055,21,11,15,40,16,33,27,31,NORMAL
382,10826,2018-1-26,Luz,-235.365,-466.332,125791,86,35,23,10,18,9,27,20,NORMAL
383,10852,2018-2-22,Luz,-235.365,-466.332,126185,14,13,31,19,38,11,10,12,NORMAL
384,2523,2019-1-3,Consolação,-235.581,-466.606,114622,68,58,65,24,21,18,8,6,REABASTECER
385,2564,2019-2-14,Consolação,-235.581,-466.606,113230,36,57,40,30,26,39,43,43,NORMAL
386,1951,2019-6-1,Trianon-Masp,-235.634,-466.544,42543,31,15,55,27,13,42,37,5,REABASTECER
387,1971,2019-6-21,Trianon-Masp,-235.634,-466.544,44041,12,11,52,5,10,17,5,14,REABASTECER
388,10943,2018-5-23,Luz,-235.365,-466.332,124769,48,50,65,41,21,35,30,27,NORMAL
389,2650,2019-5-10,Consolação,-235.581,-466.606,113296,54,63,17,24,43,25,32,5,REABASTECER
390,11038,2018-8-28,Luz,-235.365,-466.332,125917,79,10,8,37,32,30,18,15,NORMAL
391,2093,2019-10-23,Trianon-Masp,-235.634,-466.544,42102,26,56,55,5,33,30,17,16,REABASTECER
392,2783,2019-9-23,Consolação,-235.581,-466.606,113203,41,43,22,40,35,21,20,31,NORMAL
393,11149,2018-12-19,Luz,-235.365,-466.332,124988,86,36,21,36,14,37,43,24,NORMAL
394,2924,2018-2-14,Tamanduateí,-235.929,-465.897,53197,26,7,39,5,43,24,22,43,NORMAL
395,2314,2018-6-4,Consolação,-235.581,-466.606,114810,40,15,43,8,38,14,17,7,NORMAL
396,11330,2019-6-20,Luz,-235.365,-466.332,127131,72,63,36,18,34,5,20,8,REABASTECER
397,2383,2018-8-13,Consolação,-235.581,-466.606,114531,55,42,26,39,29,13,37,5,NORMAL
398,3169,2018-10-19,Tamanduateí,-235.929,-465.897,51543,46,23,23,7,23,43,27,25,NORMAL
399,11530,2018-1-10,Ana Rosa,-235.813,-466.383,66543,86,6,65,20,43,26,43,5,NORMAL
400,2581,2019-3-1,Consolação,-235.581,-466.606,113203,39,10,46,20,7,27,14,31,NORMAL
401,11552,2018-2-2,Ana Rosa,-235.813,-466.383,66936,41,9,52,27,43,36,37,10,NORMAL
402,3277,2019-2-7,Tamanduateí,-235.929,-465.897,50763,33,65,34,4,32,24,24,22,NORMAL
403,2664,2019-5-24,Consolação,-235.581,-466.606,114939,5,31,39,31,23,28,6,43,REABASTECER
404,2718,2019-7-18,Consolação,-235.581,-466.606,114248,62,58,4,27,15,17,36,38,REABASTECER
405,3369,2019-5-9,Tamanduateí,-235.929,-465.897,53382,48,15,44,38,3,26,43,12,REABASTECER
406,3411,2019-6-21,Tamanduateí,-235.929,-465.897,53306,74,13,4,36,43,26,5,29,REABASTECER
407,11811,2018-10-21,Ana Rosa,-235.813,-466.383,66003,64,17,14,26,35,20,29,8,NORMAL
408,11891,2019-1-11,Ana Rosa,-235.813,-466.383,66962,53,19,5,17,31,19,39,27,REABASTECER
409,2984,2018-4-14,Tamanduateí,-235.929,-465.897,51977,61,36,16,43,22,19,38,14,NORMAL
410,11998,2019-4-28,Ana Rosa,-235.813,-466.383,66223,57,29,51,43,6,24,32,37,NORMAL
411,3090,2018-7-30,Tamanduateí,-235.929,-465.897,50062,54,13,5,38,5,43,15,21,REABASTECER
412,3727,2018-5-7,Sé,-23.55,-466.333,191641,76,44,57,40,27,33,15,14,NORMAL
413,12064,2019-7-4,Ana Rosa,-235.813,-466.383,64655,39,63,46,43,33,13,19,26,NORMAL
414,3842,2018-9-2,Sé,-23.55,-466.333,193455,63,17,16,33,41,30,17,40,NORMAL
415,3215,2018-12-5,Tamanduateí,-235.929,-465.897,50217,38,13,20,28,8,35,19,15,NORMAL
416,3216,2018-12-6,Tamanduateí,-235.929,-465.897,53229,29,10,13,24,6,32,16,12,REABASTECER
417,3910,2018-11-10,Sé,-23.55,-466.333,194149,19,28,59,23,43,33,14,38,NORMAL
418,3916,2018-11-16,Sé,-23.55,-466.333,191385,44,6,18,6,21,16,35,21,NORMAL
419,3311,2019-3-11,Tamanduateí,-235.929,-465.897,50876,36,5,65,28,24,28,18,19,NORMAL
420,3338,2019-4-8,Tamanduateí,-235.929,-465.897,51101,9,56,65,23,12,35,37,39,REABASTECER
421,3982,2019-1-22,Sé,-23.55,-466.333,192261,52,60,20,21,28,17,38,12,NORMAL
422,3523,2019-10-13,Tamanduateí,-235.929,-465.897,50465,25,9,65,28,19,16,36,36,REABASTECER
423,3532,2019-10-22,Tamanduateí,-235.929,-465.897,51786,29,23,61,34,24,30,2,39,NORMAL
424,3556,2019-11-16,Tamanduateí,-235.929,-465.897,49496,39,14,30,41,9,36,41,29,NORMAL
425,12499,2018-9-19,São Joaquim,-235.618,-466.389,33994,41,15,15,22,3,20,28,24,REABASTECER
426,12507,2018-9-27,São Joaquim,-235.618,-466.389,33762,42,31,25,43,15,34,31,38,NORMAL
427,3665,2018-3-5,Sé,-23.55,-466.333,192154,43,65,16,14,15,31,9,43,NORMAL
428,12601,2019-1-1,São Joaquim,-235.618,-466.389,33250,51,36,45,36,6,25,32,43,REABASTECER
429,12617,2019-1-17,São Joaquim,-235.618,-466.389,35540,64,65,9,23,21,20,10,33,NORMAL
430,4419,2018-4-9,Brás,-235.451,-466.162,72027,52,33,42,21,5,39,28,33,REABASTECER
431,12738,2019-5-18,São Joaquim,-235.618,-466.389,34905,12,43,59,11,5,9,4,38,NORMAL
432,4463,2018-5-23,Brás,-235.451,-466.162,73969,73,11,6,12,25,34,14,24,REABASTECER
433,12806,2019-7-26,São Joaquim,-235.618,-466.389,34765,38,38,20,43,41,11,16,37,NORMAL
434,12813,2019-8-3,São Joaquim,-235.618,-466.389,33372,53,65,31,30,8,29,29,7,NORMAL
435,12826,2019-8-16,São Joaquim,-235.618,-466.389,34645,14,37,65,28,43,39,28,39,NORMAL
436,3927,2018-11-27,Sé,-23.55,-466.333,192615,36,3,19,8,26,23,27,17,REABASTECER
437,3949,2018-12-19,Sé,-23.55,-466.333,194125,11,55,46,43,31,43,37,25,REABASTECER
438,4680,2018-12-30,Brás,-235.451,-466.162,72726,28,65,6,16,12,25,43,4,NORMAL
439,4681,2019-1-1,Brás,-235.451,-466.162,74417,20,62,65,16,8,25,37,43,NORMAL
440,12961,2018-1-1,São Judas,-236.255,-466.411,17380,86,65,65,43,43,43,43,43,NORMAL
441,12980,2018-1-20,São Judas,-236.255,-466.411,15978,86,21,65,35,9,26,2,4,REABASTECER
442,4131,2019-6-21,Sé,-23.55,-466.333,191960,55,15,12,26,43,31,43,40,NORMAL
443,4190,2019-8-20,Sé,-23.55,-466.333,191906,9,65,52,39,18,43,43,14,NORMAL
444,4875,2019-7-15,Brás,-235.451,-466.162,71155,59,58,37,28,31,27,17,28,NORMAL
445,13195,2018-8-25,São Judas,-236.255,-466.411,15837,42,28,23,5,9,15,43,26,REABASTECER
446,4933,2019-9-13,Brás,-235.451,-466.162,71081,12,16,21,7,43,9,4,23,REABASTECER
447,5009,2019-11-29,Brás,-235.451,-466.162,72600,26,56,35,6,11,43,2,7,REABASTECER
448,4383,2018-3-3,Brás,-235.451,-466.162,71000,58,43,31,29,11,15,8,37,NORMAL
449,13290,2018-11-30,São Judas,-236.255,-466.411,14476,3,17,23,33,17,22,19,22,REABASTECER
450,4414,2018-4-4,Brás,-235.451,-466.162,71063,10,62,11,43,21,7,43,5,NORMAL
451,4439,2018-4-29,Brás,-235.451,-466.162,74418,37,23,31,2,43,25,33,31,REABASTECER
452,5094,2018-2-24,Barra Funda,-235.542,-466.707,148442,74,8,34,21,34,23,31,43,REABASTECER
453,4480,2018-6-10,Brás,-235.451,-466.162,71924,6,39,21,4,32,29,30,41,REABASTECER
454,5128,2018-3-28,Barra Funda,-235.542,-466.707,147594,1,10,52,35,28,13,19,31,NORMAL
455,4510,2018-7-10,Brás,-235.451,-466.162,71357,57,34,21,2,35,25,39,37,REABASTECER
456,13541,2019-8-11,São Judas,-236.255,-466.411,15394,75,6,46,15,40,36,37,41,REABASTECER
457,13564,2019-9-4,São Judas,-236.255,-466.411,14041,5,65,8,43,29,38,26,41,REABASTECER
458,13581,2019-9-21,São Judas,-236.255,-466.411,13820,10,20,17,36,2,36,4,10,REABASTECER
459,5332,2018-10-22,Barra Funda,-235.542,-466.707,149521,8,10,37,21,23,3,34,13,NORMAL
460,4740,2019-2-30,Brás,-235.451,-466.162,74014,17,20,47,6,34,9,9,33,NORMAL
461,5396,2018-12-26,Barra Funda,-235.542,-466.707,148759,53,41,61,6,27,17,28,25,NORMAL
462,4757,2019-3-17,Brás,-235.451,-466.162,71779,20,59,9,43,43,39,23,15,REABASTECER
463,13667,2019-12-17,São Judas,-236.255,-466.411,15512,40,36,20,32,4,15,40,43,NORMAL
464,4775,2019-4-5,Brás,-235.451,-466.162,70811,11,11,5,43,15,43,43,37,NORMAL
465,4813,2019-5-13,Brás,-235.451,-466.162,72872,64,65,1,8,23,43,43,19,REABASTECER
466,5482,2019-3-22,Barra Funda,-235.542,-466.707,148049,20,56,38,43,9,15,10,12,NORMAL
467,13763,2018-3-23,Vila Mariana,-235.895,-466.346,22255,77,24,17,6,26,35,27,16,REABASTECER
468,5537,2019-5-17,Barra Funda,-235.542,-466.707,149250,78,32,52,30,16,32,20,12,NORMAL
469,13842,2018-6-12,Vila Mariana,-235.895,-466.346,24841,10,39,1,31,26,43,16,21,REABASTECER
470,13861,2018-7-1,Vila Mariana,-235.895,-466.346,22275,7,54,6,8,27,23,32,27,REABASTECER
471,5617,2019-8-7,Barra Funda,-235.542,-466.707,148242,25,8,18,43,18,20,37,26,REABASTECER
472,4993,2019-11-13,Brás,-235.451,-466.162,71529,5,24,65,12,23,39,20,35,REABASTECER
473,13936,2018-9-16,Vila Mariana,-235.895,-466.346,21485,48,6,21,33,25,4,29,43,NORMAL
474,5092,2018-2-22,Barra Funda,-235.542,-466.707,149945,5,19,49,25,39,35,38,9,NORMAL
475,5771,2018-1-11,Tatuapé,-235.402,-465.765,69935,73,59,65,27,43,10,5,9,NORMAL
476,5774,2018-1-14,Tatuapé,-235.402,-465.765,67093,45,41,44,15,28,7,32,37,NORMAL
477,5783,2018-1-23,Tatuapé,-235.402,-465.765,68499,40,47,41,37,36,29,31,41,NORMAL
478,14072,2019-2-2,Vila Mariana,-235.895,-466.346,22852,14,31,11,43,43,43,39,18,NORMAL
479,5208,2018-6-18,Barra Funda,-235.542,-466.707,149462,66,38,12,28,11,8,18,11,NORMAL
480,5266,2018-8-16,Barra Funda,-235.542,-466.707,149458,25,27,7,8,18,17,35,43,REABASTECER
481,5909,2018-5-29,Tatuapé,-235.402,-465.765,70622,33,59,65,34,37,25,41,22,NORMAL
482,5285,2018-9-5,Barra Funda,-235.542,-466.707,150082,86,32,65,33,29,43,10,4,REABASTECER
483,14182,2019-5-22,Vila Mariana,-235.895,-466.346,24536,54,21,18,35,32,36,25,23,NORMAL
484,5323,2018-10-13,Barra Funda,-235.542,-466.707,149974,86,58,23,7,9,33,29,9,NORMAL
485,5979,2018-8-9,Tatuapé,-235.402,-465.765,67934,32,17,22,21,4,31,18,16,REABASTECER
486,5474,2019-3-14,Barra Funda,-235.542,-466.707,148051,25,35,32,23,43,39,41,1,REABASTECER
487,6182,2019-3-2,Tatuapé,-235.402,-465.765,68705,27,45,65,23,40,17,18,10,NORMAL
488,6234,2019-4-24,Tatuapé,-235.402,-465.765,67675,45,31,41,35,31,35,43,32,NORMAL
489,14475,2018-3-15,Brooklin,-236.263,-466.878,26369,61,53,65,42,13,26,28,11,NORMAL
490,5602,2019-7-22,Barra Funda,-235.542,-466.707,149184,77,37,52,43,43,12,13,1,NORMAL
491,6301,2019-7-1,Tatuapé,-235.402,-465.765,69909,69,51,16,43,22,43,16,8,NORMAL
492,14545,2018-5-25,Brooklin,-236.263,-466.878,29868,86,34,5,22,27,43,24,34,NORMAL
493,14550,2018-5-30,Brooklin,-236.263,-466.878,27662,35,65,36,6,6,33,5,14,NORMAL
494,6325,2019-7-25,Tatuapé,-235.402,-465.765,68168,0,46,34,43,18,14,7,41,REABASTECER
495,5705,2019-11-5,Barra Funda,-235.542,-466.707,148522,12,14,15,43,3,27,33,11,NORMAL
496,5737,2019-12-7,Barra Funda,-235.542,-466.707,150723,20,19,31,43,41,14,35,43,NORMAL
497,5774,2018-1-14,Tatuapé,-235.402,-465.765,67093,45,41,44,15,28,7,32,37,NORMAL
498,6416,2019-10-26,Tatuapé,-235.402,-465.765,70769,15,56,24,39,24,12,29,30,NORMAL
499,14664,2018-9-24,Brooklin,-236.263,-466.878,28347,54,65,25,43,37,38,7,30,NORMAL
500,14747,2018-12-17,Brooklin,-236.263,-466.878,26660,36,8,27,1,39,22,27,21,REABASTECER
501,14760,2018-12-30,Brooklin,-236.263,-466.878,27491,73,65,65,43,35,16,7,15,NORMAL
502,5913,2018-6-3,Tatuapé,-235.402,-465.765,68516,86,33,34,26,24,12,21,3,REABASTECER
503,6019,2018-9-19,Tatuapé,-235.402,-465.765,69238,78,48,12,23,15,26,9,25,NORMAL
504,6681,2018-7-21,República,-235.436,-466.434,109979,10,65,26,31,12,31,26,18,REABASTECER
505,6723,2018-9-3,República,-235.436,-466.434,107097,38,15,47,43,17,28,40,38,NORMAL
506,6740,2018-9-20,República,-235.436,-466.434,107886,49,61,10,27,3,16,23,23,REABASTECER
507,15016,2019-9-16,Brooklin,-236.263,-466.878,26657,46,17,14,27,6,35,38,31,REABASTECER
508,6847,2019-1-7,República,-235.436,-466.434,107202,50,9,44,41,39,6,15,23,NORMAL
509,15110,2019-12-20,Brooklin,-236.263,-466.878,27028,86,21,5,15,12,13,4,19,REABASTECER
510,15120,2019-12-30,Brooklin,-236.263,-466.878,26252,62,26,65,29,14,29,43,18,NORMAL
511,15137,2018-1-17,Campo Belo,-236.188,-466.823,26362,10,28,31,35,19,8,27,24,NORMAL
